,movie_id,budget,title,original_title,status,tagline,release_date,runtime,genres,production_companies,production_countries,popularity,revenue,vote_average,vote_count,cast,crew,homepage,keywords,original_language,overview,spoken_languages,release_year,release_month,,
336,8204,90000000,The Spiderwick Chronicles,The Spiderwick Chronicles,Released,Their World Is Closer Than You Think.,2008-02-14,95.0,"Adventure,Family,Fantasy","Paramount Pictures,The Kennedy/Marshall Company",United States of America,21.436682,162839667,6.3,572,FreddieHighmore,MarkWaters,,"brother sister relationship,family relationships,single mother,alternate reality,mother child relationship,hidden truth,goblin,magical creature,fairies",en,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",English,2008.0,2.0,,
337,47964,92000000,A Good Day to Die Hard,A Good Day to Die Hard,Released,Yippee Ki-Yay Mother Russia,2013-02-06,98.0,"Action,Thriller","Ingenious Media,Twentieth Century Fox Film Corporation,Dune Entertainment,Mid Atlantic Films,Big Screen Productions,Temple Hill Entertainment,TSG Entertainment,Giant Pictures,Origo Film Group",United States of America,65.40259499999999,304654182,5.2,3493,BruceWillis,JohnMoore,http://www.diehardmovie.com/,"bomb,cia,russia,escape,courthouse,rogue,moscow",en,"Iconoclastic, take-no-prisoners cop John McClane, finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit, and battling a countdown to war, the two McClanes discover that their opposing methods make them unstoppable heroes.","English,Pусский",2013.0,2.0,,
338,10733,145000000,The Alamo,The Alamo,Released,You will never forget,2004-04-07,137.0,"Western,History,War","Imagine Entertainment,Touchstone Pictures",United States of America,10.660441,25819961,5.8,106,DennisQuaid,JohnLeeHancock,,"texas,officer,uprising,alamo,mexican",en,"Based on the 1836 standoff between a group of Texan and Tejano men, led by Davy Crockett and Jim Bowie, and Mexican dictator Santa Anna's forces at the Alamo in San Antonio, Texas.","English,Español",2004.0,4.0,,
339,9806,92000000,The Incredibles,The Incredibles,Released,"No gut, no glory",2004-11-05,115.0,"Action,Adventure,Animation,Family","Walt Disney Pictures,Pixar Animation Studios",United States of America,77.817571,631442092,7.4,5152,CraigT.Nelson,BradBird,http://disney.go.com/disneyvideos/animatedfilms/incredibles/main.html,"secret identity,secret,hero,island,wretch,supernatural powers,weapon,lawsuit,superhero",en,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","Français,English",2004.0,11.0,,
340,1408,98000000,Cutthroat Island,Cutthroat Island,Released,The Course Has Been Set. There Is No Turning Back. Prepare Your Weapons. Summon Your Courage. Discover the Adventure of a Lifetime!,1995-12-22,119.0,"Action,Adventure","Le Studio Canal+,Laurence Mark Productions,Metro-Goldwyn-Mayer (MGM),Carolco Pictures","France,Germany,Italy,United States of America",7.029308,10017322,5.7,136,GeenaDavis,RennyHarlin,,"exotic island,treasure,map,ship,scalp,pirate",en,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.","English,Latin",1995.0,12.0,,
341,32657,95000000,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,Released,Worlds Collide,2010-02-01,118.0,"Adventure,Fantasy,Family","Ingenious Film Partners,1492 Pictures,Dune Entertainment,Fox 2000 Pictures,Sunswept Entertainment,Dune Entertainment III,Big Screen Productions,TCF Vancouver Productions","Canada,United States of America",61.121717000000004,226497209,6.0,2010,LoganLerman,ChrisColumbus,,"monster,greek mythology,god,poseidon  ,lightning bolt,based on young adult novel",en,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",English,2010.0,2.0,,
342,607,90000000,Men in Black,Men in Black,Released,Protecting the Earth from the scum of the universe.,1997-07-02,98.0,"Action,Adventure,Comedy,Science Fiction","Amblin Entertainment,Columbia Pictures Corporation,Parkes+MacDonald Image Nation",United States of America,104.121555,589390539,6.9,4412,TommyLeeJones,BarrySonnenfeld,http://www.sonypictures.com/homevideo/meninblack/,"secret identity,sun glasses,undercover,space marine,illegal immigration,deportation,new identity,giant cockroach,cannon,flying saucer,stay permit,alien,fictional government agency",en,"Men in Black follows the exploits of agents Kay and Jay, members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding, the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.","English,Español",1997.0,7.0,,
343,863,90000000,Toy Story 2,Toy Story 2,Released,The toys are back!,1999-10-30,92.0,"Animation,Comedy,Family",Pixar Animation Studios,United States of America,73.575118,497366869,7.3,3806,TomHanks,JohnLasseter,http://toystory.disney.com/toy-story-2,"museum,prosecution,identity crisis,airplane,flea market,collector,teamwork,friendship,rescue team,garage sale,duringcreditsstinger,toy comes to life,personification,inanimate objects coming to life",en,"Andy heads off to Cowboy Camp, leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen, owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission, Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.",English,1999.0,10.0,,
344,44048,100000000,Unstoppable,Unstoppable,Released,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",2010-11-04,98.0,"Action,Thriller","Twentieth Century Fox Film Corporation,Scott Free Productions,Firm Films,Prospect Park,Millbrook Farm Productions",United States of America,37.698465,167805466,6.3,1165,DenzelWashington,TonyScott,,runaway train,en,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania, and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.",English,2010.0,11.0,,
345,5175,90000000,Rush Hour 2,Rush Hour 2,Released,Get ready for a second Rush!,2001-08-03,90.0,"Action,Comedy,Crime,Thriller",New Line Cinema,United States of America,35.814765,347325802,6.4,1054,ChrisTucker,BrettRatner,,duringcreditsstinger,en,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella.","广州话 / 廣州話,English,普通话",2001.0,8.0,,
346,2655,100000000,What Lies Beneath,What Lies Beneath,Released,He was the perfect husband until his one mistake followed them home.,2000-07-21,130.0,"Drama,Horror,Mystery,Thriller","DreamWorks SKG,Twentieth Century Fox Film Corporation,ImageMovers",United States of America,15.835672,155464351,6.3,488,HarrisonFord,RobertZemeckis,,"secret,haunted house,ouija board,haunting,missing girl,ghost",en,"When Claire Spencer starts hearing ghostly voices and seeing spooky images, she wonders if an otherworldly spirit is trying to contact her. All the while, her husband tries to reassure her by telling her it's all in her head. But as Claire investigates, she discovers that the man she loves might know more than he's letting on.",English,2000.0,7.0,,
347,22794,100000000,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,Released,Prepare to get served.,2009-09-17,90.0,"Animation,Comedy,Family","Columbia Pictures,Sony Pictures Animation",United States of America,46.781182,242988466,6.5,1747,BillHader,"PhilLord,ChristopherMiller",http://www.cloudywithachanceofmeatballs.com/,"weather,food,science",en,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",English,2009.0,9.0,,
348,8355,90000000,Ice Age: Dawn of the Dinosaurs,Ice Age: Dawn of the Dinosaurs,Released,You Won't Believe Your Ice!,2009-06-29,94.0,"Animation,Comedy,Family,Adventure","Blue Sky Studios,Twentieth Century Fox Animation",United States of America,69.457898,886686817,6.5,2271,RayRomano,CarlosSaldanha,http://www.iceagemovies.com/films/ice-age-dawn-of-the-dinosaurs,"ice age,bridge,insanity,jungle,dinosaur,birth,duringcreditsstinger,3d",en,"Times are changing for Manny the moody mammoth, Sid the motor mouthed sloth and Diego the crafty saber-toothed tiger. Life heats up for our heroes when they meet some new and none-too-friendly neighbors – the mighty dinosaurs.",English,2009.0,6.0,,
349,116745,90000000,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,Released,"Stop Dreaming, Start Living",2013-12-18,114.0,"Adventure,Comedy,Drama,Fantasy","New Line Cinema,Ingenious Media,Twentieth Century Fox Film Corporation,Samuel Goldwyn Films,Big Screen Productions,Red Hour Films,TSG Entertainment,Down Productions",United States of America,43.348022,188133322,7.0,3144,BenStiller,BenStiller,,"himalaya,photographer,magazine,iceland,daydream,photograph,shark,fired from the job,skateboard,dreamer,online dating,daydreaming",en,A timid magazine photo manager who lives life vicariously through daydreams embarks on a true-life adventure when a negative goes missing.,English,2013.0,12.0,,
350,4327,92000000,Charlie's Angels,Charlie's Angels,Released,Get Some Action,2000-11-02,98.0,"Action,Adventure,Comedy,Crime,Thriller",Columbia Pictures,United States of America,40.20395,264105545,5.6,1232,CameronDiaz,McG,,"martial arts,female friendship,millionaire,agent",en,"Aspects of this take on the 1970s hit TV series are similar to the original show :Angels Dylan, Natalie and Alex still work for Charlie and interface with Bosley. They still flip their hair, stop traffic with a smile and kick butt. The differences are the unsubtle humor, the martial arts training and the high-tech premise: This time, they're hot on the trail of stolen software.","English,Deutsch,suomi,日本語,广州话 / 廣州話",2000.0,11.0,,
351,1422,90000000,The Departed,The Departed,Released,Lies. Betrayal. Sacrifice. How far will you take it?,2006-10-05,151.0,"Drama,Thriller,Crime","Vertigo Entertainment,Media Asia Films,Warner Bros.,Initial Entertainment Group (IEG),Plan B Entertainment","Hong Kong,United States of America",63.429157,289847354,7.9,4339,LeonardoDiCaprio,MartinScorsese,http://thedeparted.warnerbros.com/,"undercover,boston,police,friends,mafia,undercover cop,mobster,mole,state police,police training,realtor",en,"To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.","English,广州话 / 廣州話",2006.0,10.0,,
352,10674,90000000,Mulan,Mulan,Released,"This time, the princess saves the prince.",1998-06-18,88.0,"Animation,Family,Adventure","Walt Disney Pictures,Walt Disney Feature Animation",United States of America,67.427755,304320254,7.6,2008,EddieMurphy,"TonyBancroft,BarryCook",,"homeland,musical,training,daughter,cricket,princess,dragon,luck",en,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.","English,普通话",1998.0,6.0,,
353,7446,92000000,Tropic Thunder,Tropic Thunder,Released,The movie they think they're making... isn't a movie anymore.,2008-08-09,107.0,"Action,Comedy","DreamWorks SKG,Goldcrest Pictures,Red Hour Films,Internationale Filmproduktion Stella-del-Sud Second","United States of America,United Kingdom,Germany",43.192048,188072649,6.5,1667,BenStiller,BenStiller,http://www.tropicthunder.com/,"film making,satire,jungle,movie star,southeast asia,land mine,shackles,war filmmaking,duringcreditsstinger,blackface,method acting",en,"Vietnam veteran 'Four Leaf' Tayback's memoir, Tropic Thunder, is being made into a film, but Director Damien Cockburn can’t control the cast of prima donnas. Behind schedule and over budget, Cockburn is ordered by a studio executive to get filming back on track, or risk its cancellation. On Tayback's advice, Cockburn drops the actors into the middle of the jungle to film the remaining scenes but, unbeknownst to the actors and production, the group have been dropped in the middle of the Golden Triangle, the home of heroin-producing gangs.","English,普通话",2008.0,8.0,,
354,65754,90000000,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,Released,Evil shall with evil be expelled.,2011-12-14,158.0,"Thriller,Crime,Mystery,Drama","Columbia Pictures,Scott Rudin Productions,Film Rites,Metro-Goldwyn-Mayer (MGM),Yellow Bird,Ground Control","Norway,Sweden,United States of America",47.651083,232617430,7.2,2434,DanielCraig,DavidFincher,http://dragontattoo.com/,"rape,journalist,based on novel,journalism,hacker,nazis,punk,investigation,remake,antisocial personality disorder,serial killer,disappearance,hacking,computer hacker,bible quote,scandinavian,abuse",en,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",English,2011.0,12.0,,
355,1572,90000000,Die Hard: With a Vengeance,Die Hard: With a Vengeance,Released,Think fast. Look alive. Die hard.,1995-05-19,128.0,"Action,Thriller","Twentieth Century Fox Film Corporation,Cinergi Pictures Entertainment",United States of America,51.881077000000005,366101666,6.9,2066,BruceWillis,JohnMcTiernan,,"bomb,taxi,riddle,robbery,detective,helicopter,gold,subway,ship,fistfight,police,sequel,deception,shootout,new york city,explosion,violence,car chase,fbi agent,simon says,flashback,dump truck,aqueduct,action hero,federal reserve bank",en,"New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.","English,Deutsch,Română",1995.0,5.0,,
356,10528,90000000,Sherlock Holmes,Sherlock Holmes,Released,Nothing escapes him.,2009-12-23,128.0,"Action,Adventure,Crime,Mystery","Village Roadshow Pictures,Silver Pictures,Warner Bros.,Internationale Filmproduktion Blackbird Dritte,Wigram Productions","Germany,United Kingdom,United States of America",57.834787,524028679,7.0,5766,RobertDowneyJr.,GuyRitchie,http://sherlock-holmes-movie.warnerbros.com/,"detective,scotland yard,coffin,black magic,arrest,partner,sherlock holmes,murder,steampunk,pentagram,clue",en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.","English,Français",2009.0,12.0,,
357,271969,100000000,Ben-Hur,Ben-Hur,Released,First to finish. Last to die.,2016-08-17,125.0,Drama,"Paramount Pictures,Metro-Goldwyn-Mayer (MGM),Sean Daniel Company,LightWorkers Media",United States of America,29.608321999999998,94061311,5.3,621,JackHuston,TimurBekmambetov,http://www.benhurmovie.com/,"betrayal,vengeance",en,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,English,2016.0,8.0,,
358,10865,120000000,Atlantis: The Lost Empire,Atlantis: The Lost Empire,Released,Atlantis is waiting...,2001-06-02,95.0,"Animation,Family,Adventure,Science Fiction","Walt Disney Pictures,Walt Disney Feature Animation",United States of America,51.548589,186053725,6.7,1224,MichaelJ.Fox,"GaryTrousdale,KirkWise",http://www.disney.com/atlantis,"sea,atlantis,animation,underwater,sea monster",en,"The world's most highly qualified crew of archaeologists and explorers is led by historian Milo Thatch as they board the incredible 1,000-foot submarine Ulysses and head deep into the mysteries of the sea.","English,Français,Español",2001.0,6.0,,
359,258509,0,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,Released,Fast & furry-ous,2015-12-17,92.0,"Adventure,Animation,Comedy,Family","Regency Enterprises,Fox 2000 Pictures,Sunswept Entertainment,Bagdasarian Productions,TSG Entertainment",United States of America,27.867368,233755553,5.8,428,,WaltBecker,http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,"chipmunk,cgi,talking animal,aftercreditsstinger,duringcreditsstinger",en,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",English,2015.0,12.0,,
360,2253,75000000,Valkyrie,Valkyrie,Released,Many saw evil. They dared to stop it.,2008-12-25,121.0,"Drama,Thriller,History,War","United Artists,Achte Babelsberg Film,Metro-Goldwyn-Mayer (MGM),Bad Hat Harry Productions","Germany,United States of America",38.832842,200276000,6.7,1173,TomCruise,BryanSinger,,"berlin,suicide,bomb,assassination,resistance,wife husband relationship,world war ii,adolf hitler,plan,friendship,deception,treason,colonel,military officer,plot,german officer,piano wire,medal,violence",en,"Wounded in Africa during World War II, Nazi Col. Claus von Stauffenberg returns to his native Germany and joins the Resistance in a daring plan to create a shadow government and assassinate Adolf Hitler. When events unfold so that he becomes a central player, he finds himself tasked with both leading the coup and personally killing the Führer.","English,Deutsch",2008.0,12.0,,
361,10661,90000000,You Don't Mess with the Zohan,You Don't Mess with the Zohan,Released,Lather. Rinse. Save the world.,2008-06-05,113.0,"Comedy,Action","Columbia Pictures,Happy Madison Productions,Sony Pictures Releasing,Relativity Media",United States of America,40.597344,201596308,5.5,1048,AdamSandler,DennisDugan,http://www.youdontmesswiththezohan.com/,"new york,israel,middle east,hairdresser,ladykiller,mossad,israeli,palestinian,heart-throb,middle east conflict,hairstyle,hacky sack",en,An Israeli counterterrorism soldier with a secretly fabulous ambition to become a Manhattan hairstylist. Zohan's desire runs so deep that he'll do anything -- including faking his own death and going head-to-head with an Arab cab driver -- to make his dreams come true.,"English,עִבְרִית",2008.0,6.0,,
362,257344,88000000,Pixels,Pixels,Released,Game On.,2015-07-16,105.0,"Action,Comedy,Science Fiction","Columbia Pictures,Happy Madison Productions",United States of America,140.849495,243637091,5.6,2513,AdamSandler,ChrisColumbus,http://www.pixels-movie.com/,"video game,nerd,alien attack,3d,pixels",en,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,English,2015.0,7.0,,
363,644,100000000,A.I. Artificial Intelligence,A.I. Artificial Intelligence,Released,"David is 11 years old. He weighs 60 pounds. He is 4 feet, 6 inches tall. He has brown hair. His love is real. But he is not.",2001-06-29,146.0,"Drama,Science Fiction,Adventure","DreamWorks SKG,Amblin Entertainment,Stanley Kubrick Productions,Warner Bros.",United States of America,34.035114,235926552,6.8,1974,HaleyJoelOsment,StevenSpielberg,,"artificial intelligence,prophecy,prostitute,android,loss of mother,extraterrestrial technology,ice age,adoption,fairy tale,pinocchio,prosecution,gigolo,hologram,dystopia,alien,destiny,capture,doppelganger",en,"A robotic boy, the first programmed to love, David is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David. Without final acceptance by humans or machines, David embarks on a journey to discover where he truly belongs, uncovering a world in which the line between robot and machine is both vast and profoundly thin.",English,2001.0,6.0,,
364,10756,90000000,The Haunted Mansion,The Haunted Mansion,Released,Check your pulse at the door... if you have one.,2003-11-25,99.0,"Thriller,Fantasy,Comedy,Family,Mystery","Walt Disney Pictures,Gunn Films,Doom Buggy Productions",United States of America,16.302378,182290266,5.2,466,EddieMurphy,RobMinkoff,,"secret passage,magic,estate agent,haunted house,family vacation,ghost,aftercreditsstinger",en,"Workaholic Jim Evers and his wife/business partner, Sara get a call one night from mansion owner, Edward Gracey wants to sell his house. Once the Evers family arrive at the mansion a butler takes them to dine with Gracey. Gracey takes one look at Sara and he thinks she's his lost lover.",English,2003.0,11.0,,
365,686,90000000,Contact,Contact,Released,"If it's just us, it seems like an awful waste of space.",1997-07-11,150.0,"Drama,Science Fiction,Mystery","Warner Bros.,South Side Amusement Company",United States of America,55.249433999999994,171120329,7.2,1308,JodieFoster,RobertZemeckis,http://www.warnerbros.com/contact,"based on novel,nasa,new mexico,extraterrestrial technology,prime number,star,radio wave,wormhole,fanatic,spirituality,religion,scientist,sabotage,ham radio,alien contact,mechanical engineering,observatory,eccentric man,radio telescope",en,"Contact is a science fiction film about an encounter with alien intelligence. Based on the novel by Carl Sagan the film starred Jodie Foster as the one chosen scientist who must make some difficult decisions between her beliefs, the truth, and reality.",English,1997.0,7.0,,
366,9383,95000000,Hollow Man,Hollow Man,Released,What would you do if you knew you couldn't be seen?,2000-08-04,112.0,"Action,Science Fiction,Thriller","Columbia Pictures Corporation,Global Entertainment Productions GmbH & Company Medien KG","Germany,United States of America",28.200874,190213455,5.6,634,KevinBacon,PaulVerhoeven,,"killing,human experimentation,scientist,invisible man,science experiment",en,"Cocky researcher, Sebastian Caine is working on a project to make living creatures invisible and he's so confident he's found the right formula that he tests it on himself and soon begins to vanish. The only problem is – no-one can determine how to make him visible again. Caine's predicament eventually drives him mad, with terrifying results.",English,2000.0,8.0,,
367,179,80000000,The Interpreter,The Interpreter,Released,The truth needs no translation.,2005-04-08,128.0,"Crime,Thriller","Universal Pictures,StudioCanal,Mirage Enterprises,Working Title Films,Misher Films,Motion Picture JOTA Produktions","France,Germany,United Kingdom,United States of America",18.69984,162944923,6.2,392,NicoleKidman,SydneyPollack,http://www.theinterpretermovie.com/,"new york,dictator,africa,destruction of a civilization,assassination,resistance,revenge,murder,united nations,witness to murder,fbi agent,resistance fighter",en,"After Silvia Broome, an interpreter at United Nations headquarters, overhears plans of an assassination, an American Secret Service agent is sent to investigate.","English,Français,Português",2005.0,4.0,,
368,76285,90000000,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,Released,"Where There Are Gods, There Are Monsters.",2013-08-07,106.0,"Adventure,Family,Fantasy","1492 Pictures,Dune Entertainment,Fox 2000 Pictures,Sunswept Entertainment,Dune Entertainment III,TSG Entertainment",United States of America,40.262260999999995,174578751,5.9,1648,LoganLerman,ThorFreudenthal,http://www.percyjacksonthemovie.com/us/#!/home,"poison,hermes,poseidon,demigod,golden fleece,olympus,3d,kronos,overthrow olympus,based on young adult novel",en,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",English,2013.0,8.0,,
369,1996,95000000,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft Tomb Raider: The Cradle of Life,Released,Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box,2003-07-21,117.0,"Action,Adventure,Fantasy,Thriller","Paramount Pictures,Toho-Towa,Mutual Film Company,Lawrence Gordon Productions,British Broadcasting Corporation (BBC),October Pictures,Eidos Interactive","United States of America,Germany,Japan,United Kingdom",56.81105600000001,156505388,5.5,1418,AngelinaJolie,JandeBont,,"riddle,treasure,medallion,kenia,alexander the great,pandora's box,chinese mafia,treasure hunt,hong kong,archaeologist,based on video game,archeology ",en,"Lara Croft ventures to an underwater temple in search of the mythological Pandora's Box but, after securing it, it is promptly stolen by the villainous leader of a Chinese crime syndicate. Lara must recover the box before the syndicate's evil mastermind uses it to construct a weapon of catastrophic capabilities.","English,普通话",2003.0,7.0,,
370,291805,90000000,Now You See Me 2,Now You See Me 2,Released,You Haven't Seen Anything Yet,2016-06-02,129.0,"Action,Adventure,Comedy,Crime,Mystery,Thriller","Summit Entertainment,Lionsgate,K/O Paper Products,TIK Films","Canada,China,United Kingdom,United States of America",51.535701,334901337,6.7,3235,JesseEisenberg,JonM.Chu,http://nowyouseeme.movie,"london england,china,magic,secret society,vigilante,sequel,revenge,heist,on the run,macau china,magician",en,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.","普通话,English",2016.0,6.0,,
371,10003,68000000,The Saint,The Saint,Released,Never reveal your name. Never turn your back. Never surrender your heart.,1997-04-03,116.0,"Thriller,Action,Romance,Science Fiction,Adventure","Paramount Pictures,Mace Neufeld Productions,Rysher Entertainment",United States of America,20.913852,118063304,5.9,302,ValKilmer,PhillipNoyce,,"berlin,russia,gas,master thief,the saint",en,"Ivan Tretiak, Russian Mafia boss who wants to create an oil crisis in Moscow and seize power as a result sends Simon Templar, great international criminal, to England to get a secret formula for cold fusion from U.S. scientist Emma Russell. Templar falls in love with Emma and they try to outwit Tretiak and his guerrillas, hiding from them in Moscow","English,Pусский",1997.0,4.0,,
372,1535,92000000,Spy Game,Spy Game,Released,It's not how you play the game. It's how the game plays you.,2001-11-18,126.0,"Action,Crime,Thriller","Universal Pictures,Metropolitan Filmexport,Toho-Towa,Red Wagon Productions,Beacon Communications,Kalima Productions GmbH & Co. KG","United Kingdom,United States of America",27.166757,143049560,6.8,579,RobertRedford,TonyScott,,"spy,china,cia,cold war",en,"Veteran spy Nathan Muir is on the verge of retiring from the CIA when he learns that his one-time protégé and close friend, Tom Bishop, is a political prisoner sentenced to die in Beijing. Although their friendship has been marred by bad blood and resentment, Muir agrees to take on the most dangerous mission of his career and rescue Bishop.","广州话 / 廣州話,English,Deutsch,العربية,Français",2001.0,11.0,,
373,2067,90000000,Mission to Mars,Mission to Mars,Released,Let There Be Life.,2000-03-10,114.0,Science Fiction,"Spyglass Entertainment,The Jacobson Company,Touchstone Pictures,Red Horizon Productions",United States of America,16.058284,60874615,5.7,369,GarySinise,BrianDePalma,,"mars,spacecraft,space travel,alien,long take,outer space,astronaut,dismemberment,alien contact,trapped in space",en,"When contact is lost with the crew of the first Mars expedition, a rescue mission is launched to discover their fate.",English,2000.0,3.0,,
374,46195,90000000,Rio,Rio,Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,2011-04-03,96.0,"Animation,Adventure,Comedy,Family","Blue Sky Studios,Twentieth Century Fox Animation",United States of America,46.200041999999996,484635760,6.5,2166,JesseEisenberg,CarlosSaldanha,http://www.riomovies.com/,"brazil,pet,bird,musical,canary,samba,animal,duringcreditsstinger,rio 1,río 1",en,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.","English,Português",2011.0,4.0,,
375,2277,100000000,Bicentennial Man,Bicentennial Man,Released,One robot's 200 year journey to become an ordinary man.,1999-12-17,131.0,"Comedy,Science Fiction","Laurence Mark Productions,1492 Pictures,Columbia Pictures Corporation,Touchstone Pictures,Radiant Productions","Germany,United States of America",24.939295,93700000,6.9,963,RobinWilliams,ChrisColumbus,,"android,hologram,freedom,futuristic,robot",en,"Richard Martin buys a gift, a new NDR-114 robot. The product is named Andrew by the youngest of the family's children. ""Bicentennial Man"" follows the life and times of Andrew, a robot purchased as a household appliance programmed to perform menial tasks. As Andrew begins to experience emotions and creative thought, the Martin family soon discovers they don't have an ordinary robot.",English,1999.0,12.0,,
376,10357,90000000,Volcano,Volcano,Released,The coast is toast,1997-04-25,104.0,"Science Fiction,Action,Drama,Thriller",Twentieth Century Fox Film Corporation,United States of America,19.836123999999998,0,5.2,376,TommyLeeJones,MickJackson,,"subway,lava,volcano,volcanologist,los angeles",en,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, Mike Roark, working with geologist Amy Barnes, must then use every resource in the city to try and stop the volcano from consuming Los Angeles.","Deutsch,Español,English",1997.0,4.0,,
